objective,seed,fit_seed,lambda_pi,lambda_diss,train_loss,constants,nmse_iso,nmse_chan,mean_r_iso,mean_r_chan,tau12_r_chan,pi_r_iso,pi_r_chan,pi_bias_iso,pi_bias_chan,pi_rmse_iso,pi_rmse_chan,neg_frac_iso,neg_frac_chan,wall_tau12_corr_chan
NMSE_plus_backscatter,8,30108,1.0,0.0,1.5499262008096044,"{'c1': 0.041380624527573046, 'c2': 0.48196522946209475, 'c3': 2.7588859623229127e-06}",0.9701150758253001,1.0481852893038035,0.30012180821589446,0.2980105955851367,0.26877331442399177,0.9691537681253386,0.6063918021944064,-0.025291955411819105,0.0012266720582730073,2.2875375526628896,0.009051325408973828,0.391632080078125,0.4793128967285156,-0.5874816112830217
NMSE_plus_backscatter,9,30109,1.0,0.0,1.4641098054823642,"{'c1': 0.04225201738459527, 'c2': 0.4441794866805521, 'c3': 2.7635250606778167e-06}",0.9731147357883834,1.0450599606148012,0.3004918666318503,0.2966989389572304,0.262797466449556,0.9672853226514152,0.6069240694990657,-0.025843494090247065,0.0012013946407950222,2.3178838952416165,0.00906043027916195,0.3944549560546875,0.4800682067871094,-0.5864833009046881
NMSE_plus_backscatter,10,30110,1.0,0.0,1.5090980719683598,"{'c1': 0.04050556652060044, 'c2': 0.4549665994156692, 'c3': 2.7828342088026872e-06}",0.97268472045065,1.0453957308417365,0.3002985649443873,0.297570377437971,0.26675750790512553,0.9685310458125339,0.6066018384733117,-0.025728218129470473,0.001211119214690394,2.310243011530024,0.009056877201472302,0.3926544189453125,0.4795341491699219,-0.5871401432851985
NMSE_plus_backscatter,11,30111,1.0,0.0,1.5385491318225295,"{'c1': 0.03910750792181263, 'c2': 0.4650549963073542, 'c3': 2.8153251317526533e-06}",0.9722327105324727,1.045899867504856,0.2999992706402017,0.29823998019955517,0.26987966281387843,0.9694926877124074,0.6062623244983649,-0.02561378413494768,0.001219819820684021,2.302939436447056,0.009055756760791457,0.39102935791015625,0.4791755676269531,-0.5876707457708656
NMSE_plus_dissipation,0,30200,0.0,1.0,2.9438727759879026,"{'c1': 0.041071167699971343, 'c2': 0.4400478662688769, 'c3': 2.7021118993483563e-06}",0.9738271255270894,1.0443024277732909,0.3004541162572418,0.2969601526336315,0.26397123576684084,0.9676578861837775,0.6068404235439038,-0.025939735902427215,0.0012007682043215224,2.3220770446743346,0.009065071141846787,0.3938636779785156,0.4799079895019531,-0.5866765607079241
NMSE_plus_dissipation,1,30201,0.0,1.0,2.97807206788146,"{'c1': 0.039840560791546256, 'c2': 0.4370015943112566, 'c3': 2.8021705789976877e-06}",0.9744658521103828,1.0436526637428438,0.30038759888730876,0.2972653858879584,0.26537985987986273,0.9681012301639264,0.606727070786756,-0.0260208394147408,0.0012009088516074051,2.325416867270678,0.009069374260025171,0.3932762145996094,0.479766845703125,-0.5869095660599565
NMSE_plus_dissipation,2,30202,0.0,1.0,3.00908563016829,"{'c1': 0.0407676457766289, 'c2': 0.4530757758257077, 'c3': 2.840868084095733e-06}",0.9727714485881351,1.0453168003386648,0.3003410432548164,0.297435225885931,0.26614716581034614,0.968341068113694,0.6066591050888316,-0.02574966766982331,0.00120948826317565,2.3116121893071084,0.009057358206356518,0.39299774169921875,0.4795951843261719,-0.5870377032724533
NMSE_plus_dissipation,3,30203,0.0,1.0,2.9714757962131526,"{'c1': 0.04272569819556177, 'c2': 0.46241345905237796, 'c3': 2.7573035868071135e-06}",0.9713878995433723,1.0468483214813258,0.3004281916550422,0.29709756954289596,0.2645818255695185,0.9678505453107233,0.6067930135358579,-0.025552160747998882,0.0012120949543929828,2.3026256545188706,0.00905096191930536,0.39357757568359375,0.47986602783203125,-0.5867777323867246
NMSE_plus_dissipation,4,30204,0.0,1.0,2.8420145093940143,"{'c1': 0.03930816423450519, 'c2': 0.4395077179483396, 'c3': 2.8810568468051313e-06}",0.9744042987997198,1.0437242210742985,0.30031736825990435,0.2975065159194158,0.2664963490323727,0.9684498515190665,0.6066267560833277,-0.025997628016921334,0.0012033800608827825,2.323728821265081,0.009068223065213415,0.392822265625,0.47956085205078125,-0.5870957563251248
NMSE_plus_dissipation,5,30205,0.0,1.0,3.030928254132275,"{'c1': 0.04144600289534123, 'c2': 0.4532041256727902, 'c3': 2.732940912476129e-06}",0.9725595223398363,1.0455551531174971,0.30039760086030864,0.29723142609239656,0.2651964504768847,0.9680437203654759,0.6067425946132351,-0.025728602297710658,0.0012084332822762049,2.3110426503453305,0.009056294404057863,0.39340972900390625,0.4797706604003906,-0.5868795877360037
