regime,model,seed,fit_seed,train_loss,constants,nmse_iso,nmse_chan,mean_r_iso,mean_r_chan,r11_iso,r12_iso,r11_chan,r12_chan,pi_r_iso,pi_r_chan,wall_tau12_corr_chan
CHAN_only,WALE_like,10,11110,0.8450955857480729,{'c1': -0.899645517393525},1.207174993691026,1.2321162069216212,-0.26294294117335965,-0.26511533420471545,0.06680065359843822,-0.3887472762375703,0.057784301562029544,-0.28899959691649624,-0.9776183897992892,-0.5893742974851115,0.5964905931912006
CHAN_only,WALE_like,11,11111,0.788261087366644,{'c1': -0.8946808206552881},1.2060103295738527,1.2305413361910478,-0.26294294117335965,-0.26511533420471545,0.06680065359843822,-0.3887472762375702,0.057784301562029544,-0.2889995969164962,-0.9776183897992909,-0.5893742974851075,0.5964905931912006
CHAN_only,Smagorinsky_like,0,11200,0.9655690787066049,{'c1': 0.0013299057432149097},1.0395884803167275,1.143900506836446,-0.052298455139280074,-0.03710342699637977,-0.18171725990410603,0.10209870238376507,-0.36677664828692813,-0.044561653176857056,0.20461816937332286,0.07329432215686818,-0.5765391882705341
CHAN_only,Smagorinsky_like,1,11201,0.9777391120650445,{'c1': 0.0012926235174528624},1.039589542281932,1.139652830644489,-0.05229845513928005,-0.037103426996379786,-0.181717259904106,0.10209870238376507,-0.3667766482869282,-0.04456165317685706,0.20461816937332208,0.07329432215686846,-0.5765391882705341
CHAN_only,Smagorinsky_like,2,11202,0.9601400339064446,{'c1': 0.0012860576600361273},1.0395897293921674,1.1389172925962479,-0.05229845513928003,-0.037103426996379786,-0.18171725990410595,0.10209870238376507,-0.36677664828692824,-0.04456165317685705,0.2046181693733218,0.07329432215686858,-0.576539188270534
CHAN_only,Smagorinsky_like,3,11203,0.9726409232945381,{'c1': 0.0012837334088984145},1.0395897956335223,1.1386578183939857,-0.05229845513928003,-0.03710342699637978,-0.181717259904106,0.10209870238376507,-0.3667766482869282,-0.04456165317685704,0.20461816937332308,0.07329432215686858,-0.5765391882705341
CHAN_only,Smagorinsky_like,4,11204,0.9774073565679094,{'c1': 0.0014250541655940767},1.0395857737883551,1.1552894484597205,-0.05229845513928005,-0.0371034269963798,-0.181717259904106,0.10209870238376507,-0.36677664828692824,-0.04456165317685705,0.2046181693733217,0.07329432215686832,-0.5765391882705342
CHAN_only,Smagorinsky_like,5,11205,0.9890191222891732,{'c1': 0.0012201895993602778},1.039591607875147,1.1317460890503153,-0.05229845513928005,-0.037103426996379786,-0.181717259904106,0.10209870238376506,-0.36677664828692824,-0.044561653176857056,0.2046181693733246,0.07329432215686871,-0.5765391882705341
CHAN_only,Smagorinsky_like,6,11206,0.969513450902408,{'c1': 0.0012289349433062305},1.0395913583200587,1.1326764727655534,-0.05229845513928005,-0.03710342699637978,-0.18171725990410603,0.10209870238376507,-0.36677664828692813,-0.044561653176857056,0.2046181693733236,0.07329432215686839,-0.5765391882705341
CHAN_only,Smagorinsky_like,7,11207,0.9809896026467548,{'c1': 0.0012732206141983042},1.0395900952889723,1.1374900668558026,-0.05229845513928005,-0.0371034269963798,-0.181717259904106,0.10209870238376507,-0.36677664828692824,-0.04456165317685705,0.20461816937332403,0.07329432215686833,-0.5765391882705341
