regime,c1_mean,c1_std,c1_median_abs,c2_mean,c2_std,c2_median_abs,c3_mean,c3_std,c3_median_abs,train_loss_mean,train_loss_std,train_loss_median_abs,c1_positive_frac,c2_positive_frac,c3_negative_frac,ppn_sign_pattern_frac
ISO_only,0.11441340576019805,0.0059775826952523725,0.11546982401380845,1.479333919689651,0.033512220996750865,1.4815565071548742,-0.1442630979599528,0.10964224580757351,0.1791060417685706,0.9318049775049806,0.01574607067051454,0.9307318551200944,1.0,1.0,0.9166666666666666,0.9166666666666666
CHAN_only,0.03222973349757365,0.001313177937942168,0.03232484382596336,0.1588985253838594,0.007372471377407892,0.15733668051550004,2.845625757632171e-06,2.9256032349130726e-08,2.853463685138646e-06,1.0468065680446317,0.014493957928192604,1.0449976261066831,1.0,1.0,0.0,0.0
Joint,0.04018512566240758,0.001646171155225593,0.03968425770838946,0.4504142999915899,0.017286854650764284,0.452332688543925,2.779947089272196e-06,3.5644320096423585e-08,2.780912434781974e-06,2.4511311644945497,0.07515491770625658,2.4609951544306123,1.0,1.0,0.0,0.0
