model,n_frames,dt,viscosity,teacher_rhs_rmse_mean,teacher_one_step_rmse_mean,teacher_energy_rel_mean,rollout_rmse_mean,rollout_rmse_final,rollout_energy_rel_mean,rollout_energy_rel_final,final_profile_corr,final_wall_shear_rel,final_div_rms,reference_div_rms_final,runtime_s,status
No_model,4,0.003,4.091363686792211e-07,0.48111737286726586,0.03606019392985272,0.007127725910239226,20.893518556045326,41.777397688437794,3165.0583862844023,6330.1163692101045,0.9270127400672984,4.641174459415971,30379.935207533217,0.05579847343886711,11.591322874999605,ok
Bardina_Leonard,4,0.003,4.504820892017155e-07,0.4811310719714894,0.03412042892666636,0.00626344758964857,10.125150297649679,20.24054787319232,742.9462414668885,1485.892073798701,0.7687170730019793,9.842528820459908,17956.750570489792,0.05579847343886711,11.870174750016304,ok
Dynamic_Smagorinsky,4,0.003,4.3197672565140964e-07,0.4811228901758698,0.03603655766401036,0.007125280405961351,14643.296795013566,29286.58398995363,1555391986.7439675,3110783973.487534,0.0831524395308183,651.4808808253607,23228749.11491254,0.05579847343886711,14.868969000002835,ok
WALE_canonical,4,0.003,4.090441920045224e-07,0.48111496901638434,20.22986388150763,2958.409113934315,3.229943847185047e+44,6.459887694370094e+44,7.567498765332055e+89,1.513499753066411e+90,-0.4798581414209254,2.9842741337983437e+39,4.348023844389628e+47,0.05579847343886711,12.026680791983381,ok
AMD_canonical,4,0.003,5.557101623079134e-07,0.48108801917199023,0.04612520193888969,0.011275975977443996,1783474109097.7332,3566948218195.452,2.307257319957281e+25,4.614514639914562e+25,0.10448424981401487,206164479.30795628,2336723308714246.0,0.05579847343886711,12.228433291980764,ok
Vreman_canonical,4,0.003,2.698726240564042e-06,0.48141587494686894,0.037417386011039305,0.007706141488593359,22.95522729474182,45.90059616110514,3820.634586588277,7641.268757919903,0.8851563157527058,1.697930631948895,33088.55856540926,0.05579847343886711,12.428046832996188,ok
Jaumann_hybrid,4,0.003,0.0,4.82080610499064,221520.66895920617,355949414336.7141,inf,inf,inf,inf,0.03937673638179575,2.6560739578579864e+146,inf,0.05579847343886711,14.434543250012212,ok
Wstretch_hybrid,4,0.003,1.845429014035807e-05,0.6543801222739051,298823754.63541025,6.477279030200882e+17,2.277983807685342e+94,4.555967615370684e+94,3.7641219034757726e+189,7.528243806951545e+189,0.04154678053723046,2.704361701710783e+90,4.163379861095247e+97,0.05579847343886711,14.773571249999804,ok
