model,train_loss,constants,nmse_iso_shifted,nmse_chan_shifted,mean_r_iso_shifted,mean_r_chan_shifted,tau12_r_chan_shifted,pi_r_iso_shifted,pi_r_chan_shifted,wall_tau12_corr_chan_shifted
Leonard,2.41947690078274,{'c1': 0.09049918986281875},1.0105220847893743,1.0816522197517078,0.1756994142496476,0.15342264055740476,0.11353468256606863,0.3527014565454781,0.12128419291820361,-0.3506910983074788
WALE_like,2.5455396737345413,{'c1': 0.25737160247887875},0.9732914675369381,1.0548408099416113,0.45715082999100964,0.25278760912747544,0.19858767054305212,0.9883455427814696,0.5023578542291821,0.0998575336533874
Smagorinsky_like,2.500038126165016,{'c1': 0.0010736627690029464},1.0287110660083276,1.1228601140144208,0.16905922010983923,-0.0507698013371683,-0.09928202966193655,0.689128722309741,0.08076715337091682,-0.5927251855311764
WALE_canonical,2.79294684572227,{'c1': -0.3350875397025144},1.0505608536168716,1.058783455135286,-0.22488358960542043,-0.08936070412518245,-0.3319587058688452,-0.7487251703473737,-0.3374681985369732,-0.9893670543358096
Jaumann_hybrid,2.140447503121107,"{'c1': 0.07042426911395788, 'c2': -0.33277202334275896, 'c3': -0.0006347350211375908}",1.032396408977404,1.0429799558424233,0.07851126265716622,0.10453354129965191,0.08864851335394815,-0.40376318973572484,0.013048205018408686,-0.9948463709260545
Champion,2.361525277385713,"{'c1': 0.041406368258639116, 'c2': 0.4244432219743245, 'c3': 2.7139419156841626e-06}",0.9302340384190568,1.0303572195104265,0.4508546973350112,0.30380628972716295,0.23297544966544736,0.9760453024772253,0.5253150807108263,0.0911281652908166
Wstretch_hybrid,2.1100820469196044,"{'c1': 0.07560563631675242, 'c2': -0.41443181968087994, 'c3': -0.3426011917609763, 'c4': 0.4644901912316018}",1.1050768038415897,1.078213107446213,-0.1553665634970656,0.006384782418802988,-0.04228904041536149,-0.9040123868520282,-0.4188824457183262,-0.5314565912457968
