model,loss,constants,nmse_iso,nmse_chan,mean_r_iso,mean_r_chan,tau12_r_chan,pi_r_iso,pi_r_chan,wall_tau12_corr_chan
Zero,2.106823592993571,{},1.0396268703289255,1.0671967226646455,nan,nan,nan,nan,nan,nan
Leonard,2.5029794695623653,{'c1': 0.08506176506590173},1.0136420515839613,1.0951325546945678,0.18271484712796196,0.16050906685643132,0.03912312123374777,0.4371065794267299,0.1287110207032708,0.15958553726020763
WALE_like,2.550753293966246,{'c1': 0.21369580224624352},1.0126863210617563,1.063629377974043,0.26294294117335965,0.26511533420471545,0.28899959691649624,0.9776183897992918,0.5893742974851097,-0.5964905931912007
Smagorinsky_like,2.5250738928781757,{'c1': 0.0011513897936918282},1.0395935727078716,1.1246589318276599,-0.05229845513928003,-0.03710342699637978,-0.044561653176857056,0.20461816937332253,0.07329432215686824,-0.5765391882705342
WALE_canonical,2.757815816805245,{'c1': -0.3594132465113115},1.0466650236133475,1.0695967370236206,-0.009056153416995396,-0.0934461281663909,-0.4038562447926494,-0.38367634816976953,-0.3893901104729574,-0.9504536273572188
Mixed_L_WALE_like,2.4717868739262685,"{'c1': 0.08105195435497088, 'c2': 0.21717425293404155}",0.9874521265989008,1.085010560722291,0.26191438964745845,0.2592841162826382,0.13679803054251513,0.8783521938461951,0.5437949624869894,-0.5545497261351943
Jaumann_hybrid,2.1840483525091248,"{'c1': 0.08153464637504078, 'c2': -0.3126971970688998, 'c3': -0.0006240831960662275}",1.0196129585664186,1.0746214569089494,0.18623529799413466,0.11704371390110513,0.01332753132356512,0.1269903816981953,0.03330500956558386,-0.9282693234640846
Champion,2.5619443580919294,"{'c1': 0.04177345351292814, 'c2': 0.47670051464991975, 'c3': 2.8459131320703375e-06}",0.9704442156869992,1.0478243637582791,0.3002273054787245,0.2977659483084175,0.2676512142248087,0.9688080011555049,0.6065127569847903,-0.5872908385179088
Wstretch_hybrid,2.047771767140966,"{'c1': 0.07056141600223115, 'c2': -0.5618391027779219, 'c3': -0.5366138776631305, 'c4': 0.662118526445133}",1.082118356360143,1.1214189352479926,-0.028759170810456747,-0.044636768364357336,-0.21755311921300244,-0.8620454190452976,-0.5477051534149886,-0.40221163242950414
